team,playerId,firstName,lastName,positionCode,gamesPlayed,goals,assists,points,plusMinus,shots,shootingPctg,satPercentage,usatPercentage,zoneStartPct5v5,avgTimeOnIcePerGame,birthCountry,birthDate,blockedShots,blockedShotsPer60,emptyNetAssists,emptyNetGoals,emptyNetPoints,faceoffWinPctg,firstGoals,gameWinningGoals,giveaways,giveawaysPer60,heightInInches,hits,hitsPer60,missedShotCrossbar,missedShotFailedBankAttempt,missedShotGoalpost,missedShotOverNet,missedShotShort,missedShotWideOfNet,missedShots,otGoals,overtimeGoals,penaltyMinutes,powerPlayGoals,satPercentageAhead,satPercentageBehind,satPercentageClose,satPercentageTied,satRelative,seasonId,shootingPct5v5,shootsCatches,shootsCatches_roster,shorthandedGoals,shotAttemptsBlocked,skaterFullName,skaterSavePct5v5,skaterShootingPlusSavePct5v5,sweaterNumber,takeaways,takeawaysPer60,teamAbbrevs,timeOnIcePerGame,timeOnIcePerGame5v5,totalShotAttempts,usatPercentageAhead,usatPercentageBehind,usatPercentageTied,usatPrecentageClose,usatRelative,weightInPounds
COL,8482947,Zakhar,Bardakov,C,56,1,9,10,5,31,0.032258,0.545,0.544,0.495,429.25,,,21,3.14,0,0,0,0.423313,0,0,26,3.89,,47,7.03,0,1,1,1,0,24,27,0,0,14,0,0.548,0.565,0.543,0.524,-0.02,,0.091,,,0,15,Zakhar Bardakov,0.925,1.016,,6,0.89,COL,429.25,417.196,73,0.54,0.542,0.552,0.541,-0.016,
COL,8482953,Taylor,Makar,L,12,0,0,0,0,7,0.0,0.52,0.485,0.593,372.5833,,,1,0.8,,0,,0.0,0,0,1,0.8,,17,13.68,0,0,0,0,0,2,2,0,0,4,0,0.5,0.567,0.541,0.51,-0.043,,0.033,,,0,6,Taylor Makar,0.969,1.002,,1,0.8,COL,372.58,371.416,15,0.468,0.478,0.515,0.507,-0.089,
COL,8483039,Tristen,Nielsen,C,4,0,1,1,1,3,0.0,,,,378.25,,,1,2.37,0,0,0,0.0,0,0,2,4.75,,9,21.41,0,0,0,0,0,2,2,0,0,0,0,,,,,,,,,,0,1,Tristen Nielsen,,,,0,0.0,COL,378.25,,6,,,,,,
COL,8483565,Nick,Blankenburg,D,52,6,15,21,-13,59,0.101695,,,,1047.2692,,,,,,,,0.0,,0,,,,,,,,,,,,,,0,10,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,
COL,8483930,Ivan,Ivan,C,9,0,1,1,1,4,0.0,0.5,0.531,0.458,447.1111,,,1,0.89,0,0,0,0.416667,0,0,3,2.68,,3,2.68,0,0,0,0,0,2,2,0,0,2,0,0.506,0.625,0.472,0.454,-0.1,,0.08,,,0,1,Ivan Ivan,0.956,1.036,,0,0.0,COL,447.11,434.666,7,0.5,0.571,0.6,0.542,-0.059,
COL,8484149,Gavin,Brindley,C,56,6,7,13,2,62,0.096774,,,,573.0893,,,15,1.68,0,0,0,0.382353,0,4,20,2.24,,37,4.15,0,0,1,2,0,26,29,1,1,8,0,,,,,,,,,,0,18,Gavin Brindley,,,,5,0.56,COL,573.08,,109,,,,,,
COL,8484255,Jason,Polin,R,3,0,0,0,1,0,0.0,0.625,0.65,0.4,402.0,,,3,8.95,,0,,0.0,0,0,0,0.0,,8,23.88,0,0,0,0,0,2,2,0,0,0,0,0.708,,0.421,0.375,0.159,,0.142,,,0,0,Jason Polin,1.0,1.142,,0,0.0,COL,402.0,397.666,2,0.733,,0.4,0.363,0.182,
COL,8484258,Sam,Malinski,D,70,4,27,31,39,134,0.029851,,,,1023.4857,,,75,3.76,0,0,0,0.0,1,1,62,3.11,,36,1.8,0,0,3,7,2,55,67,0,0,18,0,,,,,,,,,,0,129,Sam Malinski,,,,18,0.9,COL,1023.48,,330,,,,,,
DAL,8473994,Jamie,Benn,L,49,14,16,30,8,63,0.222222,0.453,0.464,0.534,793.5714,,,19,1.75,0,1,1,0.481928,2,3,27,2.49,,73,6.75,0,1,1,2,0,21,25,0,0,31,2,0.454,0.484,0.434,0.433,-0.04,,0.137,,,0,19,Jamie Benn,0.907,1.044,,10,0.92,DAL,793.57,669.775,107,0.462,0.474,0.46,0.45,-0.036,
DAL,8474574,Tyler,Myers,D,65,1,8,9,-29,82,0.012195,,,,1179.1846,,,,,,,,0.0,,0,,,,,,,,,,,,,,0,44,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
DAL,8475168,Matt,Duchene,C,46,13,22,35,-4,70,0.185714,0.441,0.443,0.579,977.3043,,,22,1.76,1,1,2,0.5199,2,3,51,4.08,,22,1.76,0,0,2,3,1,26,32,0,0,8,4,0.466,0.442,0.44,0.416,-0.057,,0.119,,,0,37,Matt Duchene,0.898,1.017,,8,0.64,DAL,977.3,782.847,139,0.472,0.404,0.439,0.441,-0.067,
DAL,8475755,Alexander,Petrovic,D,51,2,7,9,2,56,0.035714,0.446,0.441,0.386,930.6275,,,77,5.84,0,0,0,0.0,0,0,42,3.18,,83,6.29,1,0,0,1,0,12,14,0,0,47,0,0.454,0.407,0.443,0.465,-0.026,,0.103,,,0,48,Alexander Petrovic,0.91,1.013,,9,0.68,DAL,930.62,886.98,118,0.466,0.374,0.466,0.439,-0.044,
DAL,8475794,Tyler,Seguin,C,27,7,10,17,10,31,0.225806,0.442,0.44,0.429,999.7037,,,6,0.8,1,0,1,0.53617,1,2,21,2.8,,18,2.4,1,1,0,7,0,16,25,0,0,2,1,0.482,0.428,0.436,0.418,-0.004,,0.132,,,0,13,Tyler Seguin,0.943,1.075,,3,0.4,DAL,999.7,800.777,69,0.503,0.406,0.409,0.438,-0.022,
DAL,8476278,Colin,Blackwell,C,60,3,9,12,-2,54,0.055556,0.48,0.478,0.386,705.0167,,,31,2.63,0,0,0,0.429119,0,1,27,2.29,,101,8.59,0,1,3,0,1,28,33,0,0,22,0,0.473,0.46,0.483,0.504,0.014,,0.096,,,0,37,Colin Blackwell,0.894,0.99,,12,1.02,DAL,705.01,577.766,124,0.5,0.421,0.497,0.484,0.004,
DAL,8476889,Radek,Faksa,C,56,2,15,17,1,33,0.060606,0.435,0.441,0.288,701.375,,,42,3.84,0,1,1,0.539568,1,0,18,1.64,,75,6.87,0,0,0,1,2,19,22,0,0,16,0,0.42,0.438,0.421,0.45,-0.028,,0.082,,,1,19,Radek Faksa,0.92,1.002,,14,1.28,DAL,701.37,559.767,74,0.439,0.431,0.45,0.42,-0.033,
DAL,8476902,Esa,Lindell,D,71,5,22,27,27,70,0.071429,0.491,0.512,0.489,1409.2676,,,157,5.64,2,0,2,0.0,2,1,100,3.59,,28,1.0,1,2,1,1,0,30,35,0,0,18,0,0.471,0.543,0.478,0.477,0.03,,0.119,,,0,60,Esa Lindell,0.916,1.035,,29,1.04,DAL,1409.26,1064.084,165,0.505,0.536,0.502,0.498,0.047,
DAL,8477454,Adam,Erne,L,36,5,1,6,2,34,0.147059,0.444,0.451,0.412,588.5278,,,14,2.37,0,0,0,0.25,0,0,15,2.54,,120,20.38,1,0,0,1,0,17,19,0,0,15,0,0.434,0.414,0.429,0.478,-0.046,,0.108,,,0,18,Adam Erne,0.921,1.029,,6,1.01,DAL,588.52,582.388,71,0.442,0.437,0.475,0.427,-0.055,
DAL,8478047,Michael,Bunting,L,70,14,19,33,-23,120,0.116667,,,,879.0714,,,,,,,,0.333333,,1,,,,,,,,,,,,,,0,20,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,
DAL,8478420,Mikko,Rantanen,R,54,20,49,69,2,126,0.15873,0.448,0.462,0.577,1212.2593,,,27,1.48,1,0,1,0.5,1,1,66,3.62,,38,2.08,2,0,7,3,0,58,70,0,0,87,5,0.447,0.472,0.441,0.434,-0.009,,0.12,,,0,59,Mikko Rantanen,0.921,1.041,,18,0.98,DAL,1212.25,892.092,255,0.473,0.442,0.465,0.456,-0.003,
DAL,8478449,Roope,Hintz,C,53,15,29,44,16,126,0.119048,0.495,0.514,0.458,1040.4906,,,18,1.17,1,2,3,0.591472,2,1,41,2.67,,60,3.91,2,0,0,5,1,41,49,1,1,18,6,0.503,0.508,0.491,0.48,0.04,,0.121,,,0,30,Roope Hintz,0.928,1.049,,5,0.32,DAL,1040.49,756.962,205,0.533,0.476,0.513,0.516,0.051,
DAL,8478476,Kyle,Capobianco,D,31,2,3,5,0,17,0.117647,0.478,0.495,0.538,730.9032,,,26,4.13,0,0,0,0.0,0,0,18,2.85,,12,1.9,0,0,2,1,0,9,12,0,0,8,0,0.459,0.439,0.49,0.517,0.031,,0.108,,,0,32,Kyle Capobianco,0.903,1.011,,9,1.42,DAL,730.9,701.258,61,0.5,0.434,0.521,0.501,0.047,
DAL,8479351,Sam,Steel,C,71,12,21,33,5,81,0.148148,0.464,0.473,0.545,966.0986,,,29,1.52,1,0,1,0.507937,2,5,48,2.51,,75,3.93,2,0,3,1,0,33,39,0,0,24,1,0.457,0.476,0.453,0.461,-0.01,,0.106,,,0,27,Sam Steel,0.922,1.028,,20,1.04,DAL,966.09,780.098,147,0.476,0.446,0.489,0.463,-0.009,
DAL,8479414,Nathan,Bastian,R,34,6,1,7,4,23,0.26087,0.451,0.482,0.422,527.0,,,6,1.2,0,0,0,0.0,0,0,10,2.0,,83,16.67,1,1,1,1,0,6,10,0,0,21,0,0.422,0.475,0.459,0.48,-0.032,,0.113,,,0,7,Nathan Bastian,0.933,1.046,,1,0.2,DAL,527.0,524.058,40,0.457,0.536,0.486,0.47,-0.011,
DAL,8480027,Jason,Robertson,L,71,39,46,85,22,254,0.153543,0.507,0.517,0.491,1206.8873,,,30,1.26,1,0,1,0.0,5,7,93,3.9,,43,1.8,4,4,10,9,5,79,111,1,1,28,13,0.508,0.547,0.492,0.482,0.054,,0.108,,,0,114,Jason Robertson,0.93,1.038,,21,0.88,DAL,1206.88,893.887,479,0.526,0.533,0.499,0.508,0.056,
DAL,8480036,Miro,Heiskanen,D,69,9,50,59,14,139,0.064748,0.493,0.514,0.558,1549.3768,,,123,4.14,0,1,1,0.0,1,3,83,2.79,,21,0.7,0,0,1,6,0,60,67,1,1,28,2,0.486,0.537,0.482,0.471,0.03,,0.111,,,1,106,Miro Heiskanen,0.911,1.022,,36,1.21,DAL,1549.37,1054.144,312,0.512,0.534,0.501,0.511,0.046,
DAL,8480840,Oskar,Bäck,C,61,5,5,10,6,33,0.151515,0.483,0.505,0.356,728.0492,,,31,2.51,0,0,0,0.462963,2,1,31,2.51,,25,2.02,0,0,2,1,1,15,19,0,0,10,0,0.498,0.449,0.472,0.487,0.005,,0.096,,,1,15,Oskar Bäck,0.91,1.006,,10,0.81,DAL,728.04,587.967,67,0.566,0.437,0.484,0.479,0.021,
DAL,8480878,Nils,Lundkvist,D,44,3,7,10,9,43,0.069767,0.479,0.494,0.455,987.8182,,,41,3.39,0,0,0,0.0,0,0,45,3.72,,25,2.07,0,0,0,1,1,20,22,0,0,14,0,0.504,0.476,0.468,0.45,-0.009,,0.117,,,0,49,Nils Lundkvist,0.912,1.029,,7,0.57,DAL,987.81,946.59,114,0.545,0.454,0.456,0.473,-0.002,
DAL,8480950,Ilya,Lyubushkin,D,45,1,7,8,1,30,0.033333,0.424,0.43,0.382,957.0,,,78,6.52,0,0,0,0.0,0,0,41,3.42,,60,5.01,0,0,0,0,1,12,13,0,0,36,0,0.428,0.437,0.405,0.412,-0.06,,0.084,,,0,20,Ilya Lyubushkin,0.929,1.013,,8,0.66,DAL,957.0,851.266,63,0.432,0.431,0.429,0.407,-0.066,
DAL,8481581,Thomas,Harley,D,59,6,26,32,0,98,0.061224,0.467,0.469,0.51,1382.8983,,,133,5.86,0,0,0,0.0,2,4,72,3.17,,34,1.5,0,0,2,8,1,40,51,2,2,20,1,0.495,0.463,0.454,0.442,-0.008,,0.101,,,0,103,Thomas Harley,0.908,1.009,,32,1.41,DAL,1382.89,1132.694,252,0.512,0.442,0.448,0.459,-0.022,
DAL,8481609,Vladislav,Kolyachonok,D,13,1,2,3,2,12,0.083333,,,,752.4615,,,,,,,,0.0,,1,,,,,,,,,,,,,,0,4,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,
DAL,8482145,Mavrik,Bourque,C,71,14,18,32,0,126,0.111111,0.517,0.52,0.477,908.2958,,,19,1.06,0,1,1,0.44878,5,0,46,2.56,,64,3.57,0,0,5,2,1,32,40,0,0,16,1,0.512,0.533,0.511,0.512,0.064,,0.091,,,0,28,Mavrik Bourque,0.899,0.99,,13,0.72,DAL,908.29,804.45,194,0.543,0.517,0.501,0.505,0.056,
DAL,8482740,Wyatt,Johnston,C,71,40,38,78,-1,184,0.217391,0.453,0.46,0.539,1206.169,,,50,2.1,1,1,2,0.482289,7,3,49,2.05,,43,1.8,0,2,6,8,3,59,78,0,0,22,24,0.455,0.466,0.448,0.442,-0.027,,0.108,,,0,90,Wyatt Johnston,0.918,1.026,,20,0.84,DAL,1206.16,878.478,352,0.472,0.461,0.447,0.455,-0.031,
DAL,8483425,Lian,Bichsel,D,40,3,3,6,5,19,0.157895,0.452,0.447,0.406,931.2,,,34,3.28,0,0,0,0.0,1,1,31,2.99,,117,11.3,0,0,1,2,0,10,13,0,0,35,0,0.443,0.423,0.459,0.48,-0.025,,0.11,,,0,38,Lian Bichsel,0.938,1.048,,10,0.96,DAL,931.2,857.15,70,0.452,0.379,0.488,0.453,-0.048,
DAL,8484829,Justin,Hryckowian,C,70,11,14,25,-1,71,0.15493,0.481,0.492,0.429,775.3,,,33,2.18,0,0,0,0.563218,1,1,21,1.39,,107,7.09,2,0,2,2,0,34,40,0,0,43,2,0.497,0.483,0.468,0.464,0.013,,0.101,,,0,17,Justin Hryckowian,0.904,1.005,,23,1.52,DAL,775.3,654.157,128,0.52,0.447,0.489,0.477,0.014,
DAL,8484938,Arttu,Hyry,R,10,0,1,1,0,11,0.0,0.49,0.495,0.517,682.8,,,2,1.05,0,0,0,0.564815,0,0,7,3.69,,15,7.9,0,0,0,2,1,1,4,0,0,0,0,0.461,0.4,0.529,0.625,-0.053,,0.073,,,0,2,Arttu Hyry,0.914,0.987,,2,1.05,DAL,682.8,554.6,17,0.483,0.461,0.56,0.488,-0.061,
DET,8474037,James,van Riemsdyk,L,62,15,13,28,-14,95,0.157895,0.463,0.476,0.445,719.9839,,,26,2.09,0,0,0,0.333333,4,1,36,2.9,,12,0.96,0,1,6,2,1,49,59,0,0,14,7,0.448,0.488,0.458,0.455,-0.03,,0.076,,,0,28,James van Riemsdyk,0.928,1.004,,10,0.8,DET,719.98,577.161,182,0.446,0.511,0.472,0.478,-0.027,
DET,8474102,David,Perron,L,54,10,15,25,0,77,0.12987,,,,812.8889,,,,,,,,0.3,,1,,,,,,,,,,,,,,0,26,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,
DET,8474141,Patrick,Kane,R,56,12,30,42,1,146,0.082192,0.503,0.536,0.536,1051.2857,,,24,1.46,1,1,2,0.444444,2,3,58,3.54,,17,1.03,0,5,5,8,0,49,67,0,0,14,2,0.404,0.553,0.533,0.536,0.02,,0.083,,,0,52,Patrick Kane,0.91,0.993,,6,0.36,DET,1051.28,807.0,265,0.447,0.582,0.559,0.551,0.048,
DET,8474612,Travis,Hamonic,D,25,0,2,2,-10,19,0.0,0.46,0.456,0.451,856.48,,,41,6.89,0,0,0,0.0,0,0,19,3.19,,27,4.53,0,0,0,0,0,5,5,0,0,29,0,0.444,0.461,0.432,0.465,-0.089,,0.056,,,0,16,Travis Hamonic,0.888,0.944,,5,0.84,DET,856.48,744.76,40,0.416,0.467,0.461,0.412,-0.097,
DET,8475279,Ben,Chiarot,D,71,5,7,12,-6,90,0.055556,0.463,0.46,0.495,1259.0986,,,146,5.87,0,0,0,0.0,0,0,68,2.73,,151,6.08,0,0,1,2,2,42,47,0,0,60,0,0.39,0.511,0.479,0.478,-0.047,,0.074,,,0,83,Ben Chiarot,0.912,0.986,,22,0.88,DET,1259.09,1087.056,220,0.389,0.506,0.476,0.469,-0.065,
DET,8475753,Justin,Faulk,D,69,12,22,34,-5,128,0.09375,,,,1338.5942,,,,,,,,0.0,,3,,,,,,,,,,,,,,0,34,2,,,,,,,,,,0,,,,,,,,,,,,,,,,,
DET,8476979,Erik,Gustafsson,D,2,0,0,0,-2,3,0.0,0.474,0.465,0.652,1124.5,,,1,1.6,,0,,0.0,0,0,3,4.8,,2,3.2,0,0,0,0,0,0,0,0,0,2,0,,0.5,0.464,0.44,0.003,,0.0,,,0,5,Erik Gustafsson,0.833,0.833,,1,1.6,DET,1124.5,944.0,8,,0.461,0.47,0.5,-0.034,
DET,8477429,Andrew,Copp,C,68,9,30,39,3,99,0.090909,,,,979.1912,,,52,2.81,2,3,5,0.538554,1,1,65,3.51,,35,1.89,0,1,2,3,3,48,57,1,1,22,1,,,,,,,,,,0,28,Andrew Copp,,,,18,0.97,DET,979.19,,184,,,,,,
DET,8477456,J.T.,Compher,L,71,10,14,24,-5,83,0.120482,0.479,0.482,0.445,930.8028,,,43,2.34,0,0,0,0.516274,2,1,35,1.9,,20,1.08,3,0,3,2,1,28,37,0,0,25,0,0.408,0.53,0.49,0.488,-0.018,,0.087,,,0,37,J.T. Compher,0.898,0.985,,10,0.54,DET,930.8,755.661,157,0.422,0.548,0.47,0.483,-0.025,
DET,8477946,Dylan,Larkin,C,64,29,27,56,6,196,0.147959,0.518,0.515,0.436,1217.6563,,,31,1.43,4,4,8,0.523954,4,8,57,2.63,,35,1.61,3,3,11,10,2,83,112,4,4,44,11,0.422,0.57,0.537,0.55,0.034,,0.083,,,0,90,Dylan Larkin,0.904,0.987,,15,0.69,DET,1217.65,841.828,398,0.424,0.567,0.543,0.529,0.02,
DET,8478891,Mason,Appleton,C,61,5,8,13,-3,61,0.081967,0.471,0.465,0.454,813.0984,,,28,2.03,0,1,1,0.263158,1,2,21,1.52,,79,5.73,0,0,2,2,1,25,30,0,0,40,0,0.39,0.505,0.477,0.492,-0.035,,0.071,,,0,19,Mason Appleton,0.919,0.99,,1,0.07,DET,813.09,712.213,110,0.389,0.495,0.487,0.468,-0.054,
DET,8479337,Alex,DeBrincat,R,71,35,39,74,7,249,0.140562,0.515,0.543,0.498,1103.4085,,,34,1.56,5,4,9,0.369565,4,6,75,3.44,,34,1.56,0,2,14,16,2,101,135,2,2,17,12,0.439,0.541,0.532,0.547,0.032,,0.091,,,0,113,Alex DeBrincat,0.912,1.003,,37,1.7,DET,1103.4,828.704,497,0.489,0.563,0.563,0.541,0.06,
DET,8479942,Dominik,Shine,R,12,3,0,3,0,9,0.333333,0.322,0.353,0.461,427.6667,,,5,3.5,,1,,0.666667,0,0,6,4.2,,7,4.91,0,0,0,0,0,1,1,0,0,7,0,0.212,0.446,0.339,0.272,-0.178,,0.071,,,0,1,Dominik Shine,0.937,1.008,,4,2.8,DET,427.66,408.083,11,0.28,0.441,0.311,0.363,-0.169,
DET,8479992,Michael,Rasmussen,C,61,6,8,14,-9,64,0.09375,0.443,0.455,0.459,767.2131,,,57,4.38,1,1,2,0.470588,1,0,27,2.07,,62,4.76,1,1,4,3,1,28,38,0,0,8,0,0.409,0.471,0.451,0.45,-0.058,,0.063,,,1,28,Michael Rasmussen,0.918,0.981,,10,0.76,DET,767.21,644.934,130,0.432,0.468,0.464,0.462,-0.048,
DET,8480326,Sheldon,Dries,C,5,0,0,0,0,2,0.0,0.264,0.307,0.384,418.4,,,3,5.16,,0,,0.428571,0,0,1,1.72,,8,13.76,0,0,0,0,0,1,1,0,0,0,0,0.0,0.333,0.294,0.217,-0.243,,0.0,,,0,1,Sheldon Dries,1.0,1.0,,3,5.16,DET,418.4,372.4,4,0.0,0.368,0.263,0.321,-0.217,
DET,8480879,Jacob,Bernard-Docker,D,55,0,4,4,5,37,0.0,0.463,0.472,0.45,899.7455,,,83,6.03,0,0,0,0.0,0,0,37,2.69,,58,4.21,0,0,0,0,2,19,21,0,0,18,0,0.402,0.516,0.49,0.474,-0.028,,0.069,,,0,42,Jacob Bernard-Docker,0.948,1.017,,8,0.58,DET,899.74,799.472,100,0.435,0.516,0.47,0.493,-0.03,
DET,8481077,John,Leonard,L,11,2,2,4,-3,11,0.181818,0.44,0.459,0.507,690.0909,,,9,4.26,0,0,0,0.0,1,0,13,6.16,,12,5.69,1,0,0,0,0,12,13,0,0,0,0,0.434,0.459,0.462,0.432,-0.018,,0.045,,,0,6,John Leonard,0.895,0.94,,2,0.94,DET,690.09,613.181,30,0.5,0.422,0.455,0.473,-0.01,
DET,8481542,Moritz,Seider,D,71,9,40,49,21,164,0.054878,0.538,0.561,0.422,1537.169,,,156,5.14,0,0,0,0.0,2,2,85,2.8,,108,3.56,1,1,5,9,1,70,87,1,1,55,2,0.462,0.575,0.56,0.565,0.075,,0.09,,,0,108,Moritz Seider,0.916,1.006,,23,0.75,DET,1537.16,1153.661,359,0.504,0.586,0.58,0.574,0.098,
DET,8481607,Albert,Johansson,D,71,2,7,9,-11,51,0.039216,0.469,0.472,0.473,968.8592,,,87,4.55,0,0,0,0.0,0,1,51,2.66,,50,2.61,0,1,0,4,2,29,36,0,0,14,0,0.407,0.513,0.473,0.477,-0.032,,0.069,,,1,65,Albert Johansson,0.916,0.985,,21,1.09,DET,968.85,843.267,152,0.424,0.51,0.474,0.468,-0.04,
DET,8482078,Lucas,Raymond,L,69,22,47,69,9,149,0.147651,0.52,0.516,0.457,1131.1014,,,26,1.19,6,1,7,1.0,4,5,70,3.22,,37,1.7,1,2,8,4,1,64,80,0,0,14,6,0.449,0.55,0.544,0.543,0.036,,0.102,,,0,83,Lucas Raymond,0.906,1.008,,28,1.29,DET,1131.1,838.028,312,0.47,0.535,0.532,0.535,0.02,
DET,8482762,Simon,Edvinsson,D,61,9,13,22,11,75,0.12,0.519,0.539,0.429,1347.2951,,,129,5.65,1,2,3,0.0,0,2,74,3.24,,80,3.5,0,0,1,3,1,37,42,1,1,73,0,0.465,0.547,0.543,0.538,0.052,,0.082,,,0,62,Simon Edvinsson,0.91,0.992,,23,1.0,DET,1347.29,1170.54,179,0.504,0.559,0.548,0.556,0.07,
DET,8483464,Marco,Kasper,C,70,7,9,16,-13,114,0.061404,0.5,0.515,0.43,840.2571,,,46,2.81,0,1,1,0.5,1,1,47,2.87,,166,10.16,2,5,1,4,3,51,66,0,0,31,1,0.44,0.558,0.503,0.493,0.008,,0.057,,,0,31,Marco Kasper,0.916,0.973,,10,0.61,DET,840.25,719.742,211,0.45,0.569,0.512,0.518,0.016,
DET,8484160,Nate,Danielson,C,28,2,5,7,-7,31,0.064516,0.477,0.487,0.474,663.1786,,,9,1.74,0,0,0,0.376712,0,0,17,3.29,,8,1.55,0,0,1,1,0,16,18,0,0,4,0,0.481,0.537,0.47,0.421,-0.005,,0.052,,,0,10,Nate Danielson,0.904,0.956,,8,1.55,DET,663.17,563.5,59,0.5,0.557,0.413,0.48,-0.004,
DET,8484223,Axel,Sandin-Pellikka,D,63,6,13,19,-21,62,0.096774,0.494,0.488,0.534,978.9365,,,51,2.97,0,0,0,0.0,1,1,54,3.15,,16,0.93,0,0,3,0,3,41,47,0,0,16,1,0.448,0.54,0.482,0.484,0.001,,0.074,,,0,79,Axel Sandin-Pellikka,0.884,0.958,,8,0.46,DET,978.93,820.888,188,0.429,0.548,0.472,0.471,-0.016,
DET,8484471,Emmitt,Finnie,C,71,12,14,26,-8,110,0.109091,0.506,0.499,0.478,928.2113,,,38,2.07,0,1,1,0.461538,2,1,63,3.44,,109,5.95,2,0,5,2,2,37,48,0,0,6,4,0.442,0.538,0.525,0.529,0.018,,0.08,,,0,29,Emmitt Finnie,0.903,0.983,,19,1.03,DET,928.21,772.0,187,0.443,0.524,0.521,0.515,-0.002,
DET,8484794,Michael,Brandsegg-Nygård,R,12,0,1,1,-5,17,0.0,0.545,0.579,0.471,737.0833,,,3,1.22,0,0,0,0.0,0,0,12,4.88,,36,14.65,0,0,0,0,0,10,10,0,0,2,0,0.53,0.573,0.535,0.534,0.049,,0.015,,,0,14,Michael Brandsegg-Nygård,0.837,0.852,,5,2.03,DET,737.08,662.666,41,0.573,0.655,0.508,0.524,0.081,
EDM,8474641,Adam,Henrique,C,55,2,11,13,-11,76,0.026316,0.471,0.494,0.356,795.6364,CAN,1990-02-06,65,5.34,0,1,1,0.544423,0,0,32,2.63,72,27,2.22,1,3,2,0,1,22,29,0,0,14,0,0.428,0.529,0.482,0.455,-0.035,,0.058,,L,0,31,Adam Henrique,0.878,0.936,19,12,0.98,EDM,795.63,644.49,136,0.476,0.54,0.468,0.503,-0.014,195
EDM,8475218,Mattias,Ekholm,D,72,6,32,38,29,123,0.04878,0.554,0.557,0.601,1245.1944,SWE,1990-05-24,107,4.29,3,1,4,0.0,0,2,89,3.57,77,62,2.48,2,1,3,4,0,56,66,0,0,28,0,0.51,0.597,0.544,0.546,0.083,,0.107,,L,0,92,Mattias Ekholm,0.887,0.994,14,24,0.96,EDM,1245.19,1052.194,281,0.516,0.603,0.545,0.547,0.078,225
EDM,8475786,Zach,Hyman,L,53,29,18,47,9,152,0.190789,0.519,0.525,0.634,1210.9245,CAN,1992-06-09,18,1.0,2,3,5,0.0,4,2,24,1.34,73,47,2.63,1,1,2,2,3,70,79,1,1,22,10,0.502,0.549,0.513,0.501,0.026,,0.109,,R,0,40,Zach Hyman,0.892,1.001,18,8,0.44,EDM,1210.92,926.415,271,0.52,0.55,0.498,0.515,0.022,206
EDM,8476454,Ryan,Nugent-Hopkins,C,62,18,34,52,-10,110,0.163636,0.495,0.489,0.577,1145.6129,CAN,1993-04-12,29,1.46,0,0,0,0.472325,6,2,36,1.82,73,23,1.16,2,0,5,4,1,50,62,0,0,19,10,0.471,0.526,0.494,0.488,-0.006,,0.092,,L,0,59,Ryan Nugent-Hopkins,0.883,0.975,93,12,0.6,EDM,1145.61,794.951,231,0.493,0.498,0.476,0.482,-0.031,192
EDM,8476473,Connor,Murphy,D,70,5,9,14,-9,62,0.080645,,,,1022.4714,USA,1993-03-26,,,,,,0.0,,0,,,76,,,,,,,,,,,0,57,0,,,,,,,,,R,0,,,,,5,,,,,,,,,,,,212
EDM,8477406,Mattias,Janmark,C,43,1,7,8,-8,24,0.041667,0.457,0.457,0.377,711.4651,SWE,1992-12-08,13,1.52,1,0,1,0.368421,0,0,14,1.64,74,10,1.17,0,1,1,0,0,13,15,0,0,22,0,0.431,0.485,0.466,0.461,-0.06,,0.048,,L,0,14,Mattias Janmark,0.898,0.946,13,5,0.58,EDM,711.46,611.813,53,0.45,0.469,0.454,0.456,-0.066,205
EDM,8477450,Jason,Dickinson,C,57,7,8,15,-9,64,0.109375,,,,939.5263,CAN,1995-07-04,,,,,,0.495074,,1,,,74,,,,,,,,,,,0,18,0,,,,,,,,,L,1,,,,,16,,,,,,,,,,,,200
EDM,8477498,Darnell,Nurse,D,72,7,14,21,-18,142,0.049296,0.485,0.492,0.546,1245.8333,CAN,1995-02-04,147,5.89,1,0,1,0.0,0,0,80,3.21,76,117,4.69,0,2,1,6,1,59,69,0,0,102,0,0.478,0.499,0.484,0.478,-0.025,,0.078,,L,0,102,Darnell Nurse,0.891,0.969,25,17,0.68,EDM,1245.83,1113.152,313,0.496,0.487,0.493,0.498,-0.026,215
EDM,8477508,Curtis,Lazar,C,38,3,2,5,-2,24,0.125,0.453,0.451,0.306,528.8947,CAN,1995-02-02,18,3.22,0,0,0,0.613821,0,1,4,0.71,72,77,13.79,1,0,0,0,1,16,18,0,0,10,0,0.467,0.416,0.46,0.468,-0.062,,0.081,,R,0,17,Curtis Lazar,0.914,0.995,20,3,0.53,EDM,528.89,488.368,59,0.509,0.409,0.407,0.437,-0.076,203
